	HD1_eTconv_PBMCs	HD1_nTconv_PBMCs	HD1_effector_CD8posT_PBMCs	HD1_naive_CD8posT_PBMCs	HD1_nTreg_PBMCs	HD1_eTreg_PBMCs	HD2_eTconv_PBMCs	HD2_nTconv_PBMCs	HD2_effector_CD8posT_PBMCs	HD2_naive_CD8posT_PBMCs	HD2_nTreg_PBMCs	HD2_eTreg_PBMCs	HD3_eTconv_PBMCs	HD3_nTconv_PBMCs	HD3_effector_CD8posT_PBMCs	HD3_naive_CD8posT_PBMCs	HD3_nTreg_PBMCs	HD3_eTreg_PBMCs	NSCLC5_eTconv_TILs	NSCLC5_effector_CD8posT_TILs	NSCLC5_eTreg_TILs	NSCLC6_eTconv_TILs	NSCLC6_effector_CD8posT_TILs	NSCLC6_eTreg_TILs	NSCLC7_eTconv_TILs	NSCLC7_effector_CD8posT_TILs	NSCLC7_eTreg_TILs	NSCLC1_eTconv_PBMCs	NSCLC1_effector_CD8posT_PBMCs	NSCLC1_eTreg_PBMCs	NSCLC1_eTconv_TILs	NSCLC1_effector_CD8posT_TILs	NSCLC1_eTreg_TILs	NSCLC2_eTconv_PBMCs	NSCLC2_effector_CD8posT_PBMCs	NSCLC2_eTreg_PBMCs	NSCLC2_eTconv_TILs	NSCLC2_effector_CD8posT_TILs	NSCLC2_eTreg_TILs	NSCLC3_eTconv_PBMCs	NSCLC3_effector_CD8posT_PBMCs	NSCLC3_eTreg_PBMCs	NSCLC3_eTconv_TILs	NSCLC3_effector_CD8posT_TILs	NSCLC3_eTreg_TILs	NSCLC4_eTconv_PBMCs	NSCLC4_effector_CD8posT_PBMCs	NSCLC4_eTreg_PBMCs	NSCLC4_eTconv_TILs	NSCLC4_effector_CD8posT_TILs	NSCLC4_eTreg_TILs
Melanocytes	498.114115479078	338.53784717547	439.900235520068	390.206757711139	491.795895510263	324.664148816834	499.072209422164	452.694892123282	323.177187846218	347.222570945626	276.859169758053	422.532458485764	388.938191846371	447.854527863786	587.893570690834	489.787339855611	236.927722072543	527.203947733566	687.078615977972	756.43421559435	391.151941394449	501.732566044856	654.993191212681	427.240845309558	681.345860929689	601.146680127624	720.201856557135	549.144079375836	556.917491712791	412.399128062975	498.625723313411	599.601633436524	542.691645367393	484.089791308439	609.799394675069	352.209846639345	677.513648386743	573.1303485385	629.48360673351	415.194160495957	563.820468007788	544.218348357668	804.898929465029	757.729465988146	462.151559567024	349.835217302184	507.813734506781	602.424901131179	646.431744997938	803.398426743969	757.131373356906
Memory B-cells	535.497666497778	315.105993108516	662.109253139199	493.502884576581	645.621312797802	811.856561926885	608.933546369542	114.350925638129	772.989851081556	724.531495292838	674.658130459072	999.860037467833	583.587712132931	253.660581166455	676.806140084425	551.040614206923	827.406094681643	698.346434784343	534.451498081232	670.884528320103	1129.17278561568	453.566086093418	636.992890131445	922.441174152001	691.045465488998	658.906616694589	1308.25625376845	255.073981212988	570.668459417963	517.109745346022	719.309575753363	344.198562034213	1027.42639444157	323.339549605781	205.295938637832	641.047140835994	400.379942836699	426.872028497686	965.315011309119	288.624223173075	411.378308507936	640.364848065216	638.621200027322	226.526982999233	1014.20906261655	382.167970661213	353.926961279882	456.775444173429	498.776273048812	354.922939718798	919.378782785891
Mesangial cells	332.218527806832	341.177436128526	451.93823992977	359.575513007785	209.424341034665	361.110666709564	309.830514346583	304.256573835954	432.652124758315	350.303417638339	203.222026583227	390.581167951932	359.643216795147	360.623476855434	497.983542662661	420.267206593395	295.475301327735	463.05796494149	422.774891429077	536.892758200101	401.033718508387	471.109761760473	456.662085645502	487.280834714475	458.898100981872	432.717414068134	490.833134732777	439.58905116701	389.34369193801	365.753440209804	520.606174242763	714.714914546143	379.835779815962	354.723242183091	384.976901327395	404.809854264262	299.911927209356	491.403848294178	436.765053264289	373.352181460626	318.700538155139	374.106478766078	367.993940597209	538.504615918044	435.637985818776	272.304803296846	379.307597252865	548.498544040117	339.809653368317	444.831145158261	233.134683581383
Monocytes	609.844548596289	408.324782864576	416.113882747412	341.639901780013	352.155075701955	581.232463482339	710.318151430836	738.608373619531	931.518723548579	203.528952152229	413.648502058277	759.008666038606	732.642844199886	925.38351390282	320.936303506354	601.851459079863	913.805135071816	424.537845829548	1776.54973464572	940.372023158151	1439.07357374623	567.359644169127	492.144372637319	528.419856720883	536.813521601244	916.454948209187	1919.01957449212	860.256022808771	515.143835199347	313.330144525996	1117.31687153046	778.975581045294	841.468291213021	844.791368278131	388.435552287876	540.772483893634	857.077971813741	573.900107210644	983.86187150414	522.330834924317	550.033779702319	855.47981000572	598.69332822483	411.576714150228	438.348526650916	848.834993569535	492.561562787666	383.082514800308	691.425854199099	421.868846302155	833.446126025855
Myocytes	772.853626302017	799.941153231082	691.023639785706	781.202089077298	670.48663479	655.732023891673	740.363747337413	651.095708554818	563.258999679985	1054.08005483007	955.686576111816	697.382130031378	619.507986933261	881.26527046395	697.706929605138	852.785785836174	836.968237517723	683.992930841806	87.0732130606454	463.756465763625	376.997092451685	554.761496496176	575.142528358852	506.418173505308	489.274956821625	677.743310527996	523.637954188882	605.971480145863	520.965006367074	790.015609757971	760.205891131677	273.49400211721	682.097569591714	485.712716367475	590.606193279138	739.111008978586	420.914377044301	630.482166825014	626.732706235939	508.565185328744	689.305578446558	634.77340457124	575.56177144338	401.28849071416	555.682567476642	505.276229916755	716.823887624831	802.230539996432	370.834318900011	457.434758110866	322.365840941596
NK cells	1384.1974942445	264.735280244373	2696.79294339274	416.459605183187	680.399898958186	864.681524879998	1698.48839127518	557.798970496383	2867.95147657038	681.899618280063	824.907389399146	588.42933973807	993.826671695855	287.691450626155	2697.45913712973	463.153179400344	671.514287450249	716.519424656872	2315.9315313357	2702.82179265264	681.700342074238	2004.23831848185	2747.11707981083	1084.75431072361	1972.96030289504	2344.38236999003	668.154495530297	2040.41996602819	2294.46610372165	477.958774237357	1591.86673406983	2497.68526645315	1051.11784233447	1606.31860856337	2699.63932182368	522.333837173564	1842.73914892342	2669.19306490086	876.661703186205	1144.74408122312	2639.5862426991	873.055534159407	1626.0280777274	2856.62374359415	1088.05497752774	800.663075652076	2471.59615136565	547.140903862012	1207.78139413732	2554.06506518642	522.161298661915
NKT	1177.55452750572	1427.74824175472	1263.91613065049	1575.95830237334	1401.73937833199	1246.07718325567	999.615576730316	1256.67898013845	1267.56138356142	1769.15313830418	1491.1873659584	1298.84332558182	1380.67892585645	1673.46926382645	1443.25301745005	1920.94928219115	1326.98742899255	1287.66668337143	899.234155209994	1014.12078930621	957.365679698967	1169.50566910185	1235.75962983913	1165.54758002768	1295.87585900781	1170.5738982973	1275.52284928341	1341.67403810913	1278.80163363791	1524.83754961041	223.062749076225	757.032544785272	0	1086.54430510929	1392.29538949939	1488.86382789841	975.009729655932	1360.14198592216	1238.42448325795	1299.12714864964	1451.39836862097	1634.33266775222	1177.90028084461	1231.20805594339	1208.32997878735	1408.27145144433	1474.83144804953	1796.82689634411	1100.10307490341	921.747759970911	1144.957242784
Neurons	353.534982997113	454.527799590597	320.48272375417	465.592193699258	453.708627508965	350.447921494453	264.209615077205	478.760737785928	269.563497248027	444.37456598386	418.124526876818	197.718846509093	334.160405802265	446.746647166188	259.920928097351	384.933036352139	365.163305495589	219.322784415509	195.843876756587	345.732715799981	336.413903678792	373.7115248446	344.262469095446	368.974395951577	397.75973678536	407.915431732121	274.495691194603	309.533631100454	410.182219156792	321.173963724179	538.034928848101	244.278260749345	423.837954228134	318.885828994913	256.827472958893	221.102998971002	282.330532347882	340.442775732269	475.468690395543	407.459597369725	253.761068194192	349.515813363968	322.21453962602	406.677516881624	411.152907545893	452.7670251172	300.56248654565	235.35083351541	443.397699445369	365.453427746836	194.728346886754
Neutrophils	438.038433480379	746.677326143187	935.10684226337	383.974337449038	528.333306755395	660.675619168236	602.522900166108	524.369394180732	1045.55524698069	424.124483936796	472.79854162327	487.99691526283	477.258134620258	650.589775655558	1023.65287052921	450.371733134412	453.572467682396	311.52457267547	1774.23440188142	801.471928981352	1749.29318758022	579.795240799755	522.68308918683	1285.12853895442	710.648739384135	1095.55137127659	2422.06572413283	600.519726506275	662.023276960472	336.147624360919	819.737764266162	885.618025985805	775.675126981616	329.169706107467	755.1716857988	515.897737166113	1158.79893414679	676.646153409288	1216.4772076571	191.007568462508	844.471796266364	959.174700929588	734.817933378418	926.925057122546	756.485861850696	836.993763082773	886.588753335519	643.838359813301	592.450209355665	537.168751496806	684.911940421981
Osteoblast	307.439841951373	294.329772189244	376.759740155904	496.005370509609	207.70804494988	436.890224264274	388.899564863581	454.259350363628	440.554124267966	426.707557567745	412.955811484312	383.75092506688	529.063350570401	430.955451463893	432.326322288065	543.572760280126	459.475504326856	403.940984166305	283.32380521098	355.993396070451	299.769804426777	368.948390073506	460.049979921893	440.165470944451	251.483723946137	342.422757323295	386.458201274302	301.14526933764	328.855981938513	287.458279754989	421.453128842324	335.202801497071	516.725382429518	241.255813648655	350.742267132061	205.065987586083	183.186191233742	242.413217899921	248.859990298573	298.303408109458	391.203367141353	310.018846906225	280.958961443242	300.984012634195	366.318172228348	431.582050803713	383.233690671766	337.737394896072	426.583901114408	497.049362624409	435.067313413675
Pericytes	405.665260728792	971.221140726761	388.194181097152	769.20892357442	655.917233802307	599.396485990062	766.821316130048	715.066209456533	595.969945570435	752.667119955928	546.335982773631	858.612426743858	782.821820737147	712.617271357226	571.437422783242	604.927751794976	668.639467889728	753.627658398181	532.979775585398	708.808450713572	423.320572864233	628.02795855512	756.06799246459	699.678233939059	569.62412749591	420.208826768126	740.583690972923	867.49863285899	856.676181696302	1015.79454969044	83.6655958542225	818.1618238357	300.204512190932	642.513192632723	547.240752125376	799.699198920494	542.504196025441	520.434560446511	995.210555959616	835.205890221759	617.178946226574	642.078843694418	656.133003746515	914.223451653565	764.496493898902	874.895013791318	580.64615242295	675.557637906594	831.977728589108	813.173930109068	907.298001669597
Plasma cells	214.972550684748	340.554752886375	320.458463149897	386.049931283732	210.428575627072	393.690460809208	283.500416502336	227.517776134679	403.123998566822	465.724065675242	344.990040186997	411.364579446282	339.600666533768	329.550584100196	301.622805825315	463.156221630803	505.052224403438	410.588110148328	324.29139916186	744.254211574412	606.253010857024	530.595758214865	597.602444656762	606.878012876859	402.342765159299	475.060179543319	516.261084013728	259.51996217917	313.149814313441	364.590455744529	494.905399595363	369.096076133511	528.062914369674	115.163300612016	215.790573447422	395.51587638637	232.46263860004	356.702072618094	616.12918415231	214.013562950011	289.561992896358	308.634671633689	337.565023616832	375.335760519792	484.508895805071	239.94871508397	155.436824661268	375.049566098517	280.090581263881	537.929830810953	479.087477746864
Platelets	274.129685124692	262.184729807333	325.932999271005	281.926856956893	431.575587829637	484.46619440814	374.495683029733	405.504975703798	386.339313718827	382.090344598443	533.425569951863	473.134469392677	111.748811701366	337.077052830744	249.119195881943	427.823800463351	453.677478963346	336.971990512792	65.8136856505604	63.9315277103712	361.334069409726	129.923738704285	109.416545973747	238.686040482208	220.884902802049	213.565752437681	339.989196221045	267.448723192975	273.006096688646	421.22504933256	202.32470129323	103.589041193456	399.353027701051	355.422932096977	407.714380143223	430.940195492437	144.152793602879	208.2271728295	290.440589670037	427.128000342557	323.103610356472	558.294005201303	287.114199017689	107.109829862611	462.628630558752	368.813127772658	299.104844092227	445.64840541659	129.905533142787	220.974100511667	205.637504693055
Preadipocytes	536.816623442469	655.933791232563	316.303467304742	615.143726032418	637.472186115574	506.859680762275	355.770865621759	694.753537802676	417.527528602025	467.216767828384	641.55686532301	464.349236260364	271.530636518059	625.662800998548	444.738476661253	401.234407726848	606.861715998106	467.951342242939	368.691899466648	455.256919800131	433.132683027795	660.251452246992	410.593254467811	552.600382219456	453.820194262072	562.750385967424	768.920641776839	485.347859619794	666.806099380586	432.247780133482	595.159575704876	687.302420285329	888.080778864443	561.481572982144	585.385057215344	804.291490276733	738.022706125279	566.764495672377	759.997410846626	605.275525101993	545.721886551201	457.659899942976	527.467803902147	520.263619219884	602.996839181055	763.877611313547	414.157005308236	396.820640795501	809.841331568057	548.006143472227	872.73467257069
Sebocytes	299.618738021854	511.156167654189	197.814491279306	235.254909041952	333.559328857745	314.284319076125	432.362160786219	209.411386071012	149.045127043964	464.52815943525	204.725190030365	253.607112723719	185.245511871727	410.679897927832	0	417.917068667711	479.23201676005	182.658311037461	927.378576732831	514.495945007666	1035.29805599976	466.421948922933	268.845293068307	466.257260702326	417.996707851086	445.929685809602	513.452997324095	533.406313432977	94.7829349917767	171.231823715468	2168.29955979272	1963.67531834528	2004.46403280666	144.040034702287	318.811037642734	86.4105917143649	163.020729241409	244.761895869167	266.413052180509	210.475658762126	298.978946951183	342.552891677252	240.461148195543	133.105069329339	197.114498028754	94.7342694458051	159.089981386391	341.940221385454	131.614338857181	86.5319730367971	211.126863022823
Skeletal muscle	667.627316159849	863.539167778328	626.07620200475	765.270595222117	667.329569835887	690.488075139614	691.179442693623	705.137941686464	854.281269073695	846.496299395645	750.736566175725	1055.13622776557	721.290892904551	728.864279924639	678.236512803374	673.606911950263	776.912291320443	948.666446973792	168.506139813519	465.796325524927	425.666686758657	711.074945305424	767.137095629394	600.47270523002	632.193006479659	729.690028656464	605.597840147304	1133.8418447621	783.040677138913	827.975992934201	722.719521248611	294.990656395985	651.813124465823	782.184445437319	779.586018812635	1037.78757026031	401.151110522977	740.853452581936	505.39970255104	696.267157477513	649.836351624498	789.795980854892	642.463150553463	674.870919762566	717.177697794942	612.970897486956	625.270318140195	773.445360899263	299.693708564996	671.81745780166	102.53712283886
Smooth muscle	297.558171750052	369.918313587063	375.552830038882	333.001564891011	185.467655027035	440.128467121257	422.60180271392	316.710775967755	406.497942138363	389.351527096246	464.375047511998	450.850723965067	343.21189543119	379.596926101073	382.961251711172	327.641588358451	297.883571672848	523.560708902089	380.860576705446	491.484953628843	446.207329659104	455.347437000624	510.21797332051	509.284953568982	466.551524141144	473.818122155327	519.476153952089	321.816378054343	469.2835383888	302.636979446866	643.406727969413	499.704043740202	764.619490246497	272.505897425187	390.547300337734	280.8520894705	380.833892861015	394.206941939012	438.04371062713	315.330020063665	348.675830241986	395.835348312947	317.678526339908	304.073856212629	356.869564909083	337.215698009139	367.722009885027	449.615113032445	363.994116167312	349.850618309483	511.283492631708
Tgd cells	680.722799288566	56.9214450521483	1027.87029457817	0	99.9431971815675	826.664283909806	1024.433619243	120.355960349986	1297.33906122289	271.532352148806	338.883101612833	1196.30774247359	806.826411021953	155.21914901469	1220.92830992415	167.990951574294	262.567411078988	1053.15610679242	844.989190752438	1238.18261786886	755.59523924052	1267.11541563706	1486.35835701231	1100.5390560335	1169.29815194082	1337.21508497473	852.789787868365	854.886948505947	1028.39713595003	749.297616267442	830.229597504954	1371.60833581655	1049.64759729668	848.829746672712	1126.36140061065	829.857218728866	1055.51949959995	1421.81573002641	866.874080381539	779.470057375163	1193.05551624367	766.18885963005	943.778207478892	1334.73070003043	902.54465581472	695.488893239324	1155.24581404533	805.051126108533	756.237915989922	1274.78167033279	798.612025306798
Th1 cells	636.250225917418	258.034971852467	888.016514066817	187.026887536576	50.1235301229696	672.549966256128	944.643714737192	218.17363852429	1300.05124141607	415.756634653821	290.173339856008	1072.6345658886	891.358060340455	419.505956537614	1272.70240983386	409.100155863404	429.02519126042	779.746498462536	1032.0188699561	1522.54469226827	1040.70561503201	1516.4789199076	1686.8249492368	1529.69121488217	1396.72612554254	1495.43783755394	1110.36900536354	694.897622929933	1021.01162012962	687.296204111154	1018.42277629902	1536.57198271461	1300.89011619048	846.386763296762	1246.20665690639	625.534120824601	1095.7632916798	1597.39812088601	1017.84370653191	640.707723668747	1131.44373903342	363.093976202228	722.831458011752	1449.32686953113	1008.50772034036	571.27346221408	1035.68605780169	505.600066699434	610.156754247923	1476.07734165718	810.987626655606
Th2 cells	1505.85948458868	134.569108855711	1432.25039644531	0	306.730785370184	1824.60896086782	1581.22237255437	365.379442416231	1923.14568384041	324.394230606852	597.735976721476	2112.68669442063	1363.81606847754	196.745051861425	2061.15903353617	351.144324075511	340.262087069021	2115.05241413374	1531.47718111184	1795.71352007839	1604.73443177168	1984.02725980866	2181.42895327713	1972.5362267837	2073.75994381201	2163.45806897886	1938.96581518167	1035.45799308534	2007.24427040184	1272.38849522286	1858.77981564619	2262.69813771662	2183.29871991443	1144.05834704694	1733.69214279541	1378.86283100114	1915.25873830889	2088.6365448427	1777.2677369209	1281.31137916311	2071.28806079201	1456.34925000214	1827.49533859113	2021.86653817797	1414.1153769406	1336.53568981888	1750.54564299428	1486.82061394331	1561.75341746768	1959.91224774351	1702.32509400472
Tregs	1882.96065718885	848.427321374865	1117.85724289921	167.096090484218	2759.4236340687	3390.44064880357	1337.94464576237	736.67915416844	529.259979904895	245.273117163938	2619.61872315013	3224.38706845544	1603.93711200551	664.341445669663	845.287590601088	323.81090627694	2517.99167272426	3476.87123635321	1543.51799710551	2021.17716565202	3332.17394842225	1529.31833940203	1587.95442170013	3247.00492831953	1716.07198504329	1273.1311568605	3426.25618806768	1072.84821575586	1182.07642289854	3564.47595542194	1892.65395855963	2229.67442363174	3333.58846370861	1579.45378160845	723.908006238813	3619.21913466905	2054.71403549821	1728.36566534266	3556.73106899556	1770.72047411971	1139.98460365689	3816.81553717117	2079.94752196634	1478.54122391396	3681.6124998608	1651.32080381496	1226.87940378494	3320.26095245498	2335.90424694377	2029.65331660312	3621.52133211717
aDC	415.628138824351	329.280590960751	269.469086817527	88.5209613840186	317.620649721864	708.748049952318	454.513878238361	382.276836346452	529.340114213829	237.938962035902	364.200181720553	1007.03655588442	517.37572061453	340.985391658894	601.767547095923	257.248963273716	428.379373957366	948.616889888491	2328.04540233362	1379.80872940357	2673.53206882444	1072.46897284874	1133.09239994649	2254.06352936405	879.543657137143	1128.22808990636	2801.71034206165	604.722448946054	324.088792695124	902.32707819105	1700.23831109295	1846.51003514809	2451.39381801486	595.637073881943	602.468117104945	1051.68708207345	1678.93030299797	1261.76373815241	3057.03654494253	661.088221548939	775.217389792875	1150.18797630805	683.337507222448	812.428865212238	2185.89236688371	627.174679119568	322.784051403682	901.631264919407	1693.15333468344	837.432384163118	2944.11492672522
cDC	553.043440086397	608.868379435711	561.237332474501	253.130928743357	96.8442492752389	743.83626599367	499.804347119481	482.796626415117	399.61139499403	429.254997021019	344.51673484802	813.20690104802	556.948376621348	444.434837361464	486.951603434638	463.468137838298	470.29591115042	765.51956424789	899.509416667834	684.018172567793	856.868562119627	630.930288627336	725.76825256524	703.90910280922	716.127939800631	669.396645816423	1365.84788082421	569.33381478009	421.797862532154	517.524924463971	821.714775560326	568.553174443071	848.566096998819	344.243494217721	491.927400416467	478.169745314884	540.862591622506	600.489454621415	645.480968867574	499.156571454919	535.478767569157	567.577846050796	352.940679249238	559.194403815039	845.100884221125	415.127436468752	337.413384429974	749.366683870707	393.047977784554	481.093781275347	651.142720488394
iDC	602.980635393879	672.542911511788	305.571841824094	712.918690073611	546.555255191479	799.927966943163	457.724575458849	881.31300421779	518.633503915466	755.628227518143	831.373888639645	807.417772410577	726.346963862312	557.024491515702	225.238604862028	561.023766553832	693.583851296727	454.99157567424	2240.89140613017	1334.56502612354	2089.51913285944	632.736778139912	737.454607804268	831.177707838187	1190.4875339981	951.225383892862	2136.68788253328	289.301691845978	741.911632070533	264.950165836367	1880.84124504785	1632.62506722744	1890.02595923566	538.026628370664	510.003860670405	618.588266070355	1403.83485295802	821.403163877649	1901.5418302015	336.74426422869	149.255079046077	526.104720770167	318.155709505956	537.539925306825	1036.22385536515	210.183356053778	387.949741099838	447.700013190982	1611.15867410705	692.785110225563	1744.53223067072
ly Endothelial cells	697.268863984433	875.482896697447	763.823812511615	857.517905018421	881.587057719683	545.347070847526	690.489727366042	735.452697297235	941.370364136139	1111.45105910264	914.486222946989	594.650702044377	703.066048950323	671.183622147329	792.477760286607	913.916589042941	1076.42286851418	611.319122169711	428.484003299922	575.772545892815	659.72524417426	899.611782019172	646.127345423883	736.683962495333	702.100827124754	655.018543993662	762.15360395001	712.176966526487	818.219645007458	633.453426893233	730.093276721404	194.889338928291	618.022397771238	835.419881820175	700.221495202118	772.363652429191	570.155986308912	204.050869810307	795.699722056725	597.847779942194	835.269582539048	626.01264683283	623.929348843304	738.555634216153	793.922623133881	517.671032338469	881.009060647748	721.479541689024	303.306044634149	408.258542994633	510.459037731931
mv Endothelial cells	243.993229727694	281.787726423134	301.91417131189	368.747883835012	303.042042994442	372.900546539002	414.159975277496	357.202603499156	516.337693116551	546.794038512749	372.779761132314	450.86704586208	460.810931761197	367.17755792604	360.195152851252	439.21739931548	435.966275974003	408.457147031339	324.760061882634	337.842412142241	396.968118224234	498.600909460339	381.224405960263	458.170613589622	430.598803449279	281.812988277156	486.007541594451	303.156721634012	334.840697920884	422.958928372808	247.506308657132	173.736275992686	179.988838894876	436.972874582936	293.703800564585	492.948775878729	334.175134753049	179.388334920203	485.45246114075	384.319320030272	374.827378345422	364.730159798785	409.876934015208	313.320711706248	455.087312285406	314.612256033264	340.239023364716	443.922826200747	257.03263422165	253.062923224345	334.21449316559
naive B-cells	724.350627219795	387.475941492333	645.053977454075	395.340608646212	997.009837996927	599.465983175465	761.818248521685	385.412884280461	715.980608202804	512.885049310933	804.406664236127	721.252102780347	667.413322885651	232.635385408576	802.454451898613	413.685063237831	834.655752279892	401.683774574513	617.060651553018	554.911897962929	493.097547796798	424.046368484451	562.811372645023	687.385898585789	748.987039628479	885.727297009071	637.162241460381	294.40080171149	831.347104486137	402.443417415655	451.085541093732	395.392076082787	532.101378142476	420.553195807935	276.511534180013	433.146179732446	486.462312816488	492.436278008878	607.71319163339	470.819875997646	524.907594564559	579.011542597847	670.711046399247	279.330321961138	564.680633167452	625.337528490734	583.078661332425	91.1725758212426	933.288849218517	393.95662680697	780.611667111509
pDC	793.18386849862	121.646749525298	1355.05322659858	623.13972623979	138.193856948883	925.327991438049	1210.18263430693	329.013486028938	1652.8665329338	366.541074597643	606.739283585196	865.942056528162	844.31960712074	155.853577606836	1462.04050630199	663.039685512062	633.758331522089	804.906472306789	1370.10229691933	1505.25981909478	1054.4287653093	1498.30322305792	1663.70049905409	1316.39155280307	1407.93511532406	1579.11259241159	820.344424580254	1446.95996172769	1466.4760768382	735.618505324532	1882.3413021347	1448.08004889723	1788.50569972359	939.229514459791	1375.46942473446	840.151698436408	1351.30266732855	1459.4824263455	1308.63304841152	876.369857703476	1546.7633039192	583.504090636311	983.627952450341	1472.47474204155	1048.67172998171	607.929245042504	1603.57320822681	832.779425754703	943.109831194939	1469.93734415158	622.154612427833
pro B-cells	435.792506659438	360.11716580444	525.117381652607	316.046093918455	388.615875552325	666.18524697148	517.947162892394	193.940243553847	629.723481838686	437.682131704575	389.245086499503	766.468885878238	616.110943469048	446.314339131992	440.977647941667	444.95897465917	611.566700389128	733.993483793604	181.637067418729	473.803145348079	497.577672485133	292.446727482002	554.110685861701	558.302486783309	456.541080353085	589.462292052119	545.137218541818	183.032354068352	241.443771747147	585.074183883706	243.801671485018	334.12816534428	728.002379259814	434.320665586103	466.38393369395	701.201983743663	129.468110140205	465.891195587157	539.905633482303	362.276046902724	391.172681701309	472.631940164951	325.943201046907	322.869883950456	534.541539417045	293.840096976239	360.866408800068	584.748283317482	68.3795961059269	329.317789116205	345.97027816001
